Species,Owner,Country.of.Origin,Region,Number.of.Bags,Bag.Weight,In.Country.Partner,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Color,Category.Two.Defects,altitude_mean_meters,categoria_altitud,Nombre_Comercial,Puntaje_Real,Puntaje_Predicho,Clasificacion_Real,Clasificacion_Predicha,Acierto
Arabica,"nomura trading co., ltd.",Indonesia,Other,54,60 kg,Specialty Coffee Association,"November 26th, 2012",Other,Semi-Washed / Semi-Pulped,7.75,7.83,7.67,8.0,8.08,7.83,8.0,85.17,0.11,0,Green,3,1325.0,Media (Arabica),Origins NOM,85.17,82.98510228809386,Premium,Premium,Sí
Arabica,the coffee source inc.,Guatemala,huehuetenango,250,1 kg,Specialty Coffee Association,"January 18th, 2012",Caturra,Washed / Wet,8.25,8.0,7.67,7.92,7.75,7.67,7.92,85.17,0.0,0,Green,7,1400.0,Media (Arabica),Origins THE,85.17,83.65868291202597,Premium,Premium,Sí
Arabica,seid damtew coffee planataion,Ethiopia,Other,320,19200 kg,METAD Agricultural Development plc,"August 9th, 2016",Other,Natural / Dry,7.75,8.0,7.58,8.0,8.0,7.92,7.83,85.08,0.11,0,Green,8,1800.0,Premium (Arabica),Origins SEI,85.08,85.32387248311584,Premium,Premium,Sí
Arabica,carcafe ltda ci,Colombia,Other,250,70 kg,Almacafé,"August 18th, 2015",Caturra,Natural / Dry,8.17,7.83,7.58,8.08,8.0,7.75,7.67,85.08,0.0,0,Green,0,2560.0,Premium (Arabica),Mill CAR,85.08,84.14995731633256,Premium,Premium,Sí
Arabica,steven kil,Ethiopia,Other,100,60 kg,Specialty Coffee Association,"October 7th, 2014",Other,Natural / Dry,8.42,8.0,7.42,8.0,7.92,7.92,8.08,85.08,0.1,2,Green,7,1700.0,Alta (Arabica),Private Reserve STE,85.08,84.98035915332424,Premium,Premium,Sí
Arabica,eileen koyanagi,United States (Hawaii),kona,12,100 lbs,Specialty Coffee Association,"March 10th, 2014",Hawaiian Kona,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,7.92,85.08,0.11,2,Blue-Green,2,157.93516800000003,Baja (Arabica),Select Harvest EIL,85.08,82.08073753235279,Premium,Estándar,No
Arabica,carcafe ltda ci,Colombia,cundinamarca,250,70 kg,Almacafé,"March 16th, 2012",Caturra,Natural / Dry,7.83,8.0,7.75,7.75,7.83,7.83,8.08,85.08,0.11,0,Green,8,2136.0,Premium (Arabica),Mill CAR,85.08,83.48224265607108,Premium,Premium,Sí
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,13,100 lbs,Specialty Coffee Association,"December 27th, 2010",Hawaiian Kona,Natural / Dry,8.08,8.17,7.92,8.0,8.08,8.0,8.17,85.08,0.01,1,Blue-Green,7,157.93516800000003,Baja (Arabica),Private Reserve KON,85.08,82.89939774591755,Premium,Premium,Sí
Arabica,ethiopia commodity exchange,Ethiopia,sidamo,360,6,Ethiopia Commodity Exchange,"June 17th, 2010",Other,Natural / Dry,7.67,8.0,7.83,8.0,7.92,7.83,7.83,85.08,0.0,0,Green,5,1800.0,Premium (Arabica),Select Harvest ETH,85.08,85.14751809882392,Premium,Premium,Sí
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,27,0 lbs,Specialty Coffee Association,"May 17th, 2010",Hawaiian Kona,Natural / Dry,7.5,7.92,8.25,7.83,7.92,7.75,7.92,85.08,0.0,0,Blue-Green,0,157.93516800000003,Baja (Arabica),Private Reserve KON,85.08,83.38655935337063,Premium,Premium,Sí
Arabica,kyagalanyi coffee ltd,Uganda,Other,200,60 kg,Uganda Coffee Development Authority,"July 24th, 2017",SL14,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,8.0,85.0,0.11,0,Green,1,1800.0,Premium (Arabica),Mill KYA,85.0,84.35930190854363,Premium,Premium,Sí
Arabica,racafe & cia s.c.a,Colombia,huila,135,70 kg,Almacafé,"February 15th, 2017",Caturra,Washed / Wet,8.0,7.92,7.75,7.92,7.75,7.83,7.83,85.0,0.0,0,Green,3,1750.0,Alta (Arabica),Heritage RAC,85.0,83.73349667337482,Premium,Premium,Sí
Arabica,troy quimby,Costa Rica,tarrazu,36,46 kg,Specialty Coffee Association,"January 30th, 2017",Catuai,Washed / Wet,7.83,8.0,7.58,7.92,7.92,7.83,7.92,85.0,0.12,1,Green,1,1900.0,Premium (Arabica),Private Reserve TRO,85.0,83.13122504504615,Premium,Premium,Sí
Arabica,"el equimite, cafetal biodinámico",Mexico,veracruz,1,30 kg,Centro Agroecológico del Café A.C.,"September 21st, 2016",Typica,Washed / Wet,7.83,8.0,7.83,7.75,7.67,7.83,8.08,85.0,0.09,0,Green,3,1300.0,Media (Arabica),Origins EL ,85.0,81.9950368194784,Premium,Estándar,No
Arabica,simon mahinda,Kenya,Other,170,60 kg,Kenya Coffee Traders Association,"May 7th, 2016",SL28,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,7.83,85.0,0.11,0,Green,7,1.0,Baja (Arabica),Private Reserve SIM,85.0,82.4934735624476,Premium,Estándar,No
Arabica,rashid moledina & co. (msa) ltd.,Kenya,Other,38,60 kg,Kenya Coffee Traders Association,"April 19th, 2013",Other,Washed / Wet,7.75,7.83,7.75,8.08,8.0,7.75,7.83,85.0,0.0,0,Green,5,1580.0,Alta (Arabica),Mill RAS,85.0,84.44246228601543,Premium,Premium,Sí
Arabica,nucoffee,Brazil,Other,31,60 kg,NUCOFFEE,"February 29th, 2012",Mundo Novo,Natural / Dry,8.0,8.0,7.83,7.83,7.67,7.67,8.0,85.0,0.12,0,Green,3,1100.0,Media (Arabica),Heritage NUC,85.0,82.24629124691376,Premium,Estándar,No
Arabica,young kim,Mexico,Other,1,1 kg,Specialty Coffee Association,"April 6th, 2011",Other,Washed / Wet,7.92,8.17,7.75,8.08,7.42,7.83,7.83,85.0,0.0,0,Green,0,1400.0,Media (Arabica),Mill YOU,85.0,82.78057917912226,Premium,Premium,Sí
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,15,100 lbs,Specialty Coffee Association,"February 24th, 2011",Hawaiian Kona,Natural / Dry,7.75,7.92,7.75,7.75,8.0,8.0,7.83,85.0,0.0,0,Blue-Green,1,157.93516800000003,Baja (Arabica),Private Reserve KON,85.0,83.38244128495745,Premium,Premium,Sí
Arabica,carl walker,Guatemala,Other,275,69 kg,Specialty Coffee Association,"September 7th, 2010",Bourbon,Washed / Wet,7.83,8.08,7.67,8.0,7.75,7.67,8.0,85.0,0.04,0,Green,1,404.1282240000001,Baja (Arabica),Origins CAR,85.0,83.39848488303561,Premium,Premium,Sí
Arabica,racafe & cia s.c.a,Colombia,huila,243,70 kg,Almacafé,"November 25th, 2016",Caturra,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,7.83,84.92,0.0,1,Green,2,1750.0,Alta (Arabica),Heritage RAC,84.92,83.59514163195873,Premium,Premium,Sí
Arabica,racafe & cia s.c.a,Colombia,huila,252,70 kg,Almacafé,"October 26th, 2015",Caturra,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8.0,7.83,84.92,0.12,0,Green,1,1775.0,Alta (Arabica),Heritage RAC,84.92,83.00418679604155,Premium,Premium,Sí
Arabica,"lin, che-hao krude 林哲豪",Taiwan,Other,20,40 kg,Specialty Coffee Association,"June 9th, 2015",Typica,Semi-Washed / Semi-Pulped,7.67,7.83,8.0,7.58,8.0,7.92,7.92,84.92,0.11,0,Green,0,800.0,Baja (Arabica),Heritage LIN,84.92,82.31679456499278,Premium,Estándar,No
Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",Other,134,60 kg,Africa Fine Coffee Association,"December 12th, 2014",Other,Washed / Wet,8.0,7.83,7.83,7.92,7.75,7.75,7.83,84.92,0.12,0,Green,2,1620.0,Alta (Arabica),Heritage TAY,84.92,82.40627597150598,Premium,Estándar,No
Arabica,racafe & cia s.c.a,Colombia,huila,50,70 kg,Almacafé,"December 11th, 2012",Caturra,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8.0,7.92,84.92,0.11,0,Green,3,1775.0,Alta (Arabica),Heritage RAC,84.92,83.13434426937019,Premium,Premium,Sí
Arabica,artemio zapata tejeda,Mexico,coatepec,25,1 kg,AMECAFE,"July 11th, 2012",Typica,Semi-Washed / Semi-Pulped,7.75,8.0,7.75,7.83,7.5,7.92,8.17,84.92,0.11,0,Green,0,1200.0,Media (Arabica),Heritage ART,84.92,82.44647635263658,Premium,Estándar,No
Arabica,nucoffee,Brazil,south of minas,4,60 kg,NUCOFFEE,"December 23rd, 2011",Bourbon,Natural / Dry,8.0,7.92,7.75,7.75,8.0,7.75,7.75,84.92,0.11,0,Green,2,1200.0,Media (Arabica),Heritage NUC,84.92,82.81271070747503,Premium,Premium,Sí
Arabica,nucoffee,Brazil,south of minas,10,60 kg,NUCOFFEE,"December 3rd, 2011",Catuai,Natural / Dry,8.0,8.0,7.75,8.0,7.5,7.75,7.92,84.92,0.12,0,Green,2,1000.0,Media (Arabica),Heritage NUC,84.92,82.1465779438688,Premium,Estándar,No
Arabica,brian speckman,Kenya,Other,320,60 kg,Specialty Coffee Association,"August 26th, 2010",SL28,Washed / Wet,8.0,7.67,7.83,8.17,7.92,7.75,7.58,84.92,0.06,1,Green,9,1754.0,Alta (Arabica),Private Reserve BRI,84.92,83.8045595843589,Premium,Premium,Sí
Arabica,"lin, che-hao krude 林哲豪",Taiwan,"dongshan dist., tainan city 臺南市東山區",10,20 kg,Specialty Coffee Association,"May 18th, 2016",Typica,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,8.0,84.83,0.0,0,Green,0,350.0,Baja (Arabica),Heritage LIN,84.83,82.109308280946,Premium,Estándar,No
Arabica,kawacom uganda ltd,Uganda,Other,1,60 kg,Uganda Coffee Development Authority,"June 30th, 2014",SL14,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,7.83,84.83,0.12,0,Green,1,1650.0,Alta (Arabica),Mill KAW,84.83,84.27534383830034,Premium,Premium,Sí
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,14,100 lbs,Specialty Coffee Association,"April 6th, 2012",Hawaiian Kona,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8.0,8.08,84.83,0.0,3,Blue-Green,15,157.93516800000003,Baja (Arabica),Private Reserve KON,84.83,81.82704096057361,Premium,Estándar,No
Arabica,ethiopia commodity exchange,Ethiopia,sidamo,300,6,Ethiopia Commodity Exchange,"June 17th, 2010",Other,Natural / Dry,7.75,7.92,7.83,7.92,7.75,7.67,8.0,84.83,0.1,0,Green,2,1750.0,Alta (Arabica),Select Harvest ETH,84.83,85.28491491375061,Premium,Premium,Sí
Arabica,philip schluter,Ethiopia,sidamo,300,6,Ethiopia Commodity Exchange,"June 17th, 2010",Other,Natural / Dry,7.42,7.92,7.92,8.0,7.83,7.83,7.92,84.83,0.1,0,Green,4,1750.0,Alta (Arabica),Heritage PHI,84.83,85.20698906834997,Premium,Premium,Sí
Arabica,松澤宏樹 koju matsuzawa,Thailand,thailand,50,50 kg,Specialty Coffee Institute of Asia,"June 27th, 2016",Caturra,Pulped Natural / Honey,7.75,7.75,7.75,7.75,8.0,7.75,8.0,84.75,0.12,0,Green,0,800.0,Baja (Arabica),Mill 松澤宏,84.75,82.83537322852374,Premium,Premium,Sí
Arabica,lydiah mwangi,Kenya,Other,150,60 kg,Kenya Coffee Traders Association,"June 2nd, 2015",Other,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,7.92,84.75,0.13,0,Green,0,1800.0,Premium (Arabica),Select Harvest LYD,84.75,83.94415237828858,Premium,Premium,Sí
Arabica,cadexsa,Honduras,marcala,275,1 kg,Instituto Hondureño del Café,"April 25th, 2014",Catuai,Washed / Wet,7.83,7.75,8.0,7.67,7.67,7.67,8.17,84.75,0.11,0,Green,4,1450.0,Media (Arabica),Select Harvest CAD,84.75,81.59630453706517,Premium,Estándar,No
Arabica,the coffee source inc.,El Salvador,Other,250,69 kg,Specialty Coffee Association,"August 23rd, 2011",Bourbon,Washed / Wet,7.75,8.0,8.0,8.33,7.67,7.92,7.75,84.75,0.15,0,Green,3,1200.0,Media (Arabica),Origins THE,84.75,82.17877600644684,Premium,Estándar,No
Arabica,grounds for health admin,Nicaragua,jinotega,2,6,Specialty Coffee Association,"May 31st, 2010",Caturra,Washed / Wet,7.83,7.58,7.58,7.83,7.75,7.67,8.5,84.75,0.18,0,Green,2,925.0,Baja (Arabica),Mill GRO,84.75,81.08037083534292,Premium,Estándar,No
Arabica,consejo salvadoreño del café,El Salvador,Other,150,69 kg,Salvadoran Coffee Council,"June 26th, 2017",Bourbon,Washed / Wet,7.83,7.83,7.5,8.0,7.83,7.67,8.0,84.67,0.0,0,Blue-Green,2,1350.0,Media (Arabica),Heritage CON,84.67,83.2882989384301,Premium,Premium,Sí
Arabica,sanjava coffee,Indonesia,Other,2,1 kg,Specialty Coffee Association of Indonesia,"November 24th, 2016",Other,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,7.92,84.67,0.12,0,Green,7,1200.0,Media (Arabica),Select Harvest SAN,84.67,82.00343280931828,Premium,Estándar,No
Arabica,松澤宏樹 koju matsuzawa,Other,Other,20,1 kg,Specialty Coffee Institute of Asia,"November 2nd, 2016",Mundo Novo,Pulped Natural / Honey,7.75,7.75,7.75,7.42,8.08,7.83,8.08,84.67,0.12,0,Green,0,170.0,Baja (Arabica),Mill 松澤宏,84.67,81.99049566176676,Premium,Estándar,No
Arabica,rodrigo soto,Costa Rica,tarrazu,15,69 kg,Specialty Coffee Association of Costa Rica,"October 4th, 2016",Catuai,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,7.92,84.67,0.1,0,Blue-Green,2,1150.0,Media (Arabica),Select Harvest ROD,84.67,83.09341207700867,Premium,Premium,Sí
Arabica,juan luis alvarado romero,Guatemala,Other,120,34 kg,Asociacion Nacional Del Café,"June 1st, 2016",Bourbon,Washed / Wet,7.75,7.83,7.58,8.0,7.92,7.75,7.83,84.67,0.1,0,Green,1,1600.0,Alta (Arabica),Mill JUA,84.67,83.28372574329893,Premium,Premium,Sí
Arabica,fabian calderon mora,Costa Rica,tarrazu,50,1 lbs,Specialty Coffee Association of Costa Rica,"July 6th, 2015",Caturra,Washed / Wet,8.17,8.0,7.83,7.17,7.83,7.75,7.92,84.67,0.12,0,Green,0,1750.0,Alta (Arabica),Heritage FAB,84.67,83.27619634303647,Premium,Premium,Sí
Arabica,essencecoffee,Ethiopia,Other,250,30 kg,Blossom Valley International,"May 23rd, 2015",Other,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,7.92,84.67,0.1,0,Green,3,1900.0,Premium (Arabica),Private Reserve ESS,84.67,85.33057024991041,Premium,Premium,Sí
Arabica,essencecoffee,Costa Rica,Other,20,69 kg,Blossom Valley International,"May 23rd, 2015",Other,Other,7.67,7.58,7.75,7.75,7.67,8.58,7.67,84.67,0.08,0,Green,1,1750.0,Alta (Arabica),Private Reserve ESS,84.67,84.1500022326876,Premium,Premium,Sí
Arabica,eric thormaehlen,Costa Rica,Other,275,1 kg,Specialty Coffee Association of Costa Rica,"March 5th, 2014",Catuai,Washed / Wet,8.0,7.58,7.83,7.75,7.75,7.75,8.0,84.67,0.11,0,Green,4,1200.0,Media (Arabica),Heritage ERI,84.67,82.67304783018898,Premium,Premium,Sí
Arabica,rob tuttle,Costa Rica,Other,1,2 kg,Specialty Coffee Association,"January 3rd, 2014",Caturra,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8.0,7.92,84.67,0.0,1,Green,10,1300.0,Media (Arabica),Heritage ROB,84.67,82.97161458972109,Premium,Premium,Sí
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,10,30 kg,Blossom Valley International,"December 26th, 2013",Typica,Washed / Wet,8.0,7.92,7.75,7.75,7.75,7.75,7.75,84.67,0.11,0,Green,0,1000.0,Media (Arabica),Select Harvest CQI,84.67,82.06652446287077,Premium,Estándar,No
Arabica,compañia colombiana agroindustrial s.a,Colombia,santander,250,70 kg,Almacafé,"December 20th, 2013",Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,7.92,84.67,0.0,0,Green,0,1550.0,Alta (Arabica),Heritage COM,84.67,83.68038280243302,Premium,Premium,Sí
Arabica,dream together,Kenya,Other,235,60 kg,Specialty Coffee Institute of Asia,"September 16th, 2012",SL28,Washed / Wet,7.75,7.92,7.83,8.0,7.58,7.75,7.83,84.67,0.11,0,Blue-Green,0,2000.0,Premium (Arabica),Select Harvest DRE,84.67,84.2190056727224,Premium,Premium,Sí
Arabica,juan luis alvarado romero,Guatemala,oriente,250,1 kg,Asociacion Nacional Del Café,"July 17th, 2012",Bourbon,Washed / Wet,8.0,7.83,7.67,7.83,7.67,8.0,7.67,84.67,0.11,0,Green,4,399.4830720000001,Baja (Arabica),Mill JUA,84.67,81.77414188455778,Premium,Estándar,No
Arabica,juan luis alvarado romero,Guatemala,Other,125,1 kg,Asociacion Nacional Del Café,"July 3rd, 2012",Bourbon,Washed / Wet,7.67,7.83,7.67,8.0,7.67,7.83,8.0,84.67,0.12,0,Green,4,464.5152000000001,Baja (Arabica),Mill JUA,84.67,82.36502073581651,Premium,Estándar,No
Arabica,organizaciones de productores de cafe colimense,Mexico,Other,80,1 kg,AMECAFE,"July 2nd, 2012",Typica,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,7.92,84.67,0.13,0,Green,3,1200.0,Media (Arabica),Origins ORG,84.67,81.75725804017976,Premium,Estándar,No
Arabica,afca,Uganda,Other,320,60 kg,Africa Fine Coffee Association,"February 13th, 2012",Other,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,7.83,84.67,0.11,0,Blue-Green,3,1775.0,Alta (Arabica),Private Reserve AFC,84.67,84.19895407007238,Premium,Premium,Sí
Arabica,benjamin schmerler,Peru,Other,1,60 kg,Specialty Coffee Association,"June 14th, 2011",Caturra,Washed / Wet,7.67,7.83,7.75,7.75,7.92,7.83,7.92,84.67,0.0,0,Green,3,1300.0,Media (Arabica),Heritage BEN,84.67,83.15118658670691,Premium,Premium,Sí
Arabica,ethiopia commodity exchange,Ethiopia,sidamo,300,6,Ethiopia Commodity Exchange,"June 17th, 2010",Other,Natural / Dry,7.42,7.75,7.75,8.0,8.0,7.92,7.83,84.67,0.2,0,Green,3,1750.0,Alta (Arabica),Select Harvest ETH,84.67,83.42450486407442,Premium,Premium,Sí
Arabica,jungle estate,Kenya,Other,66,60 kg,Kenya Coffee Traders Association,"January 11th, 2018",Other,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,7.83,84.58,0.11,0,Blue-Green,5,1754.0,Alta (Arabica),Private Reserve JUN,84.58,84.18506083598783,Premium,Premium,Sí
Arabica,racafe & cia s.c.a,Colombia,santander,250,70 kg,Almacafé,"January 10th, 2017",Other,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,8.08,84.58,0.0,0,Blue-Green,4,1500.0,Alta (Arabica),Heritage RAC,84.58,83.78578238501676,Premium,Premium,Sí
Arabica,racafe & cia s.c.a,Colombia,huila,125,70 kg,Almacafé,"December 28th, 2016",Caturra,Washed / Wet,7.92,7.83,7.58,8.0,7.83,7.67,7.75,84.58,0.0,0,Green,5,1750.0,Alta (Arabica),Heritage RAC,84.58,83.74125553205113,Premium,Premium,Sí
Arabica,daniel magu,Kenya,Other,100,60 kg,Kenya Coffee Traders Association,"July 21st, 2014",Other,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,7.92,84.58,0.1,0,Blue-Green,2,1800.0,Premium (Arabica),Heritage DAN,84.58,84.64495063948276,Premium,Premium,Sí
Arabica,juan luis alvarado romero,Guatemala,Other,250,69 kg,Asociacion Nacional Del Café,"May 29th, 2014",Pacas,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,7.83,84.58,0.11,0,Green,1,464.5152000000001,Baja (Arabica),Mill JUA,84.58,82.67778569162033,Premium,Premium,Sí
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"March 24th, 2014",Bourbon,Washed / Wet,8.0,7.92,7.67,7.58,7.58,7.67,8.17,84.58,0.09,0,Green,0,371.61216,Baja (Arabica),Mill JUA,84.58,82.88742841092788,Premium,Premium,Sí
Arabica,compañia colombiana agroindustrial s.a,Colombia,santander,250,70 kg,Almacafé,"December 20th, 2013",Caturra,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,7.83,84.58,0.0,0,Green,0,1550.0,Alta (Arabica),Heritage COM,84.58,83.68038280243302,Premium,Premium,Sí
Arabica,racafe & cia s.c.a,Colombia,huila,75,70 kg,Almacafé,"December 6th, 2013",Caturra,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8.0,7.92,84.58,0.0,0,Green,5,1750.0,Alta (Arabica),Heritage RAC,84.58,83.74125553205113,Premium,Premium,Sí
Arabica,taylor winch (coffee) ltd.,Kenya,Other,11,660 kg,Kenya Coffee Traders Association,"August 30th, 2013",SL28,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,7.75,84.58,0.0,0,Green,0,1754.0,Alta (Arabica),Heritage TAY,84.58,84.16597465542436,Premium,Premium,Sí
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"July 17th, 2013",Caturra,Washed / Wet,7.67,7.83,7.83,8.0,7.58,7.92,7.75,84.58,0.0,0,Green,2,1750.0,Alta (Arabica),Heritage EXP,84.58,83.70022021755713,Premium,Premium,Sí
Arabica,lusso lab,Costa Rica,Other,1,1 kg,Specialty Coffee Association,"March 12th, 2013",Bourbon,Semi-Washed / Semi-Pulped,7.75,7.83,7.75,8.0,7.83,7.67,7.75,84.58,0.12,0,Blue-Green,2,1575.0,Alta (Arabica),Mill LUS,84.58,83.99294946136183,Premium,Premium,Sí
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"October 9th, 2012",Caturra,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,8.08,84.58,0.11,0,Green,6,1800.0,Premium (Arabica),Heritage EXP,84.58,82.98670157606013,Premium,Premium,Sí
Arabica,nucoffee,Brazil,Other,37,60 kg,NUCOFFEE,"December 23rd, 2011",Bourbon,Semi-Washed / Semi-Pulped,8.0,8.0,7.75,7.75,7.58,7.75,7.75,84.58,0.12,0,Green,2,1300.0,Media (Arabica),Heritage NUC,84.58,82.66261013818662,Premium,Premium,Sí
Arabica,nucoffee,Brazil,Other,35,60 kg,NUCOFFEE,"December 3rd, 2011",Catuai,Semi-Washed / Semi-Pulped,8.5,8.0,7.5,7.75,7.5,7.83,7.5,84.58,0.11,0,Blue-Green,1,1100.0,Media (Arabica),Heritage NUC,84.58,82.62764661720918,Premium,Premium,Sí
Arabica,max gurdian,Costa Rica,Other,275,18975 kg,Specialty Coffee Association of Costa Rica,"November 28th, 2017",Caturra,Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,8.0,84.5,0.1,0,Blue-Green,2,1200.0,Media (Arabica),Origins MAX,84.5,83.22951037480746,Premium,Premium,Sí
Arabica,ecom japan limited,Uganda,Other,200,12000 kg,Uganda Coffee Development Authority,"March 14th, 2017",SL14,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,7.83,84.5,0.11,0,Green,1,1750.0,Alta (Arabica),Origins ECO,84.5,84.30962579074433,Premium,Premium,Sí
Arabica,yunnan coffee exchange,China,yunnan,3,60 kg,Yunnan Coffee Exchange,"April 6th, 2016",Catimor,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,7.92,84.5,0.1,0,Green,1,1680.0,Alta (Arabica),Private Reserve YUN,84.5,83.70045475724656,Premium,Premium,Sí
Arabica,fabian calderon mora,Costa Rica,tarrazu,250,1 lbs,Specialty Coffee Association of Costa Rica,"July 6th, 2015",Caturra,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,7.92,84.5,0.11,0,Green,0,1700.0,Alta (Arabica),Heritage FAB,84.5,83.38204964046311,Premium,Premium,Sí
Arabica,federacion nacional de cafeteros,Colombia,cauca,275,2 kg,Almacafé,"June 5th, 2015",Other,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,7.75,84.5,0.12,1,Green,0,1800.0,Premium (Arabica),Select Harvest FED,84.5,83.65273616810465,Premium,Premium,Sí
Arabica,eric wu,China,yunnan,1,2 kg,Specialty Coffee Association,"June 16th, 2014",Other,Washed / Wet,7.67,8.0,7.75,7.83,7.75,7.58,7.92,84.5,0.0,0,Green,2,1100.0,Media (Arabica),Mill ERI,84.5,82.90281679760466,Premium,Premium,Sí
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"February 26th, 2013",Bourbon,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,7.5,84.5,0.11,0,Green,2,399.4830720000001,Baja (Arabica),Mill JUA,84.5,82.20528852034096,Premium,Estándar,No
Arabica,dream together,Kenya,Other,235,60 kg,Specialty Coffee Institute of Asia,"September 16th, 2012",SL28,Washed / Wet,7.92,7.83,7.67,8.0,7.67,7.75,7.67,84.5,0.11,0,Blue-Green,0,2000.0,Premium (Arabica),Select Harvest DRE,84.5,84.2190056727224,Premium,Premium,Sí
Arabica,maria imelda uscanga martinez,Mexico,Other,56,1 kg,AMECAFE,"July 11th, 2012",Typica,Washed / Wet,8.0,7.92,7.42,8.08,7.5,7.67,7.92,84.5,0.12,0,Green,0,1350.0,Media (Arabica),Private Reserve MAR,84.5,81.99646466467007,Premium,Estándar,No
Arabica,alfredo bojalil,Mexico,Other,250,1 kg,AMECAFE,"June 6th, 2012",Typica,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.83,7.67,84.5,0.11,0,Green,4,1500.0,Alta (Arabica),Origins ALF,84.5,82.12181013684307,Premium,Estándar,No
Arabica,juan luis alvarado romero,Guatemala,Other,250,69 kg,Asociacion Nacional Del Café,"February 16th, 2012",Bourbon,Washed / Wet,7.67,8.0,7.67,8.0,7.5,7.83,7.83,84.5,0.11,0,Green,2,431.999136,Baja (Arabica),Mill JUA,84.5,82.8079281785579,Premium,Premium,Sí
Arabica,daniel friedlander,Brazil,Other,27,60 kg,NUCOFFEE,"March 23rd, 2011",Bourbon,Natural / Dry,7.81,7.81,7.88,7.75,7.38,8.25,8.13,84.5,0.0,0,Green,4,1000.0,Media (Arabica),Origins DAN,84.5,82.81879649843933,Premium,Premium,Sí
Arabica,alexandra katona-carroll,Brazil,Other,320,60 kg,NUCOFFEE,"March 22nd, 2011",Bourbon,Natural / Dry,8.17,7.67,7.75,7.75,7.67,7.75,7.75,84.5,0.0,2,Green,0,1000.0,Media (Arabica),Origins ALE,84.5,82.42626876677129,Premium,Estándar,No
Arabica,max gurdian,Costa Rica,tarrazu,275,69 kg,Specialty Coffee Association of Costa Rica,"March 23rd, 2017",Caturra,Washed / Wet,7.58,7.83,7.83,8.0,7.67,7.58,7.92,84.42,0.1,0,Blue-Green,3,1300.0,Media (Arabica),Origins MAX,84.42,83.3338323836168,Premium,Premium,Sí
